"","META","META_AAPL","META_GOOG","META_MSFT","META_AMZN","AAPL","AAPL_GOOG","AAPL_MSFT","AAPL_AMZN","GOOG","GOOG_MSFT","GOOG_AMZN","MSFT","MSFT_AMZN","AMZN","horizon"
"21",1.13199445464078,0.859636026897971,0.915905514258587,0.762803737207095,1.05998143008099,0.673688152825787,0.714741598453099,0.609323728631941,0.801345770230629,0.758731736428878,0.644792868786345,0.854317439763741,0.557511920682654,0.709144822286266,0.99318377809378,21
"22",1.12427620114013,0.842106155469756,0.900077096311254,0.742796683411981,1.04930000020858,0.651956108557355,0.693734056539563,0.586714739540335,0.782253382238525,0.738633780959996,0.622626699478781,0.836636367403158,0.534445431457756,0.688031285240508,0.979980878118395,22
"23",1.11661057284171,0.824933756719134,0.884522220569766,0.723314380849768,1.03872620707477,0.63092510340636,0.673343964090566,0.564944658181555,0.763615878133979,0.719068197862843,0.601222540865747,0.819321224971276,0.512333294786452,0.667546366542616,0.966953491045661,23
"24",1.10899721093223,0.808111540991086,0.869236159755715,0.704343066181823,1.02825896602447,0.610572523032517,0.653553173155109,0.543982356839926,0.745422420123876,0.700020885188462,0.580554197158042,0.802364439131477,0.491136025301563,0.647671350189371,0.954099283692789,24
"25",1.1014357590449,0.791632367282709,0.854214268286173,0.685869337058641,1.01789720333261,0.590876482596042,0.634344069183135,0.5237978627953,0.727662428629914,0.681478114532758,0.560596373104181,0.785758593285974,0.470815771302857,0.628388077413562,0.941415953893182,25
"26",1.09392586324273,0.775489240211878,0.839451980861848,0.667880142651711,1.00763985609409,0.571815803225191,0.615699555347912,0.504362315466896,0.710325576136538,0.663426521141711,0.541324643032441,0.769496424331912,0.451336247165738,0.60967893009326,0.92890123008412,26
"27",1.08646717200196,0.759675307047707,0.824944811079654,0.650362774433714,0.997485872114681,0.553369989242928,0.597603037329217,0.485647925147302,0.693401781185439,0.645853094278696,0.522715420957143,0.753570819484626,0.432662668546456,0.59152681465506,0.91655287089993,27
"28",1.07905933619564,0.744183854801586,0.810688350069238,0.633304857200539,0.987434209803105,0.535519206128208,0.580038408543764,0.467627933267667,0.676881202513141,0.628745167846954,0.504745931712606,0.737974813166628,0.41476169026814,0.573915146456576,0.904368664770556,28
"29",1.07170200907724,0.729008307377521,0.796678265153091,0.616694340328782,0.977483838064208,0.518244259188206,0.562990035809735,0.450276574137247,0.660754233328262,0.61209041126047,0.487394183079429,0.722701583960988,0.397601346776729,0.556827834633914,0.892346429525478,29
"30",1.06439484626447,0.714142222780598,0.782910298529802,0.600519489262537,0.967633736193175,0.50152657291853,0.546442745432662,0.433569038102614,0.64501149572512,0.595876820556669,0.470638938868997,0.707744451627771,0.381150995060482,0.540249267400286,0.880484012002882,30
"31",1.05713750572311,0.699579290382362,0.769380265980066,0.584768877223482,0.957882893770833,0.485348171029252,0.530381809700267,0.417481436073839,0.629643835230441,0.580092709744521,0.454459692933262,0.693096874182211,0.36538125993113,0.524164297782338,0.868779287664037,31
"32",1.04992964775105,0.685313328241969,0.756084055595068,0.569431377138396,0.948230310559998,0.469691657115257,0.51479293377424,0.401990765366933,0.614642315479989,0.564726702381836,0.438836644068,0.678752445033371,0.350263981568972,0.508558229781149,0.857230160212791,32
"33",1.04277093496233,0.67133828048196,0.743017626526824,0.554496153778392,0.938674996402872,0.454540195950136,0.499662242967296,0.387074876813711,0.59999821302203,0.54976772337566,0.423750671778816,0.664704890182007,0.335772165238233,0.493416804945258,0.845834561220129,33
"34",1.03566103227142,0.657648214717553,0.730177007760136,0.539952656104342,0.929215971119477,0.439877495383507,0.48497627039418,0.372712443092042,0.585703012244607,0.53520499099987,0.409183312880255,0.650948065476437,0.321879933082901,0.478726189343462,0.834590449753722,34
"35",1.02859960687746,0.644237319538352,0.717558296905757,0.525790609813055,0.919852264407105,0.425687788822297,0.470721944985632,0.358882928231209,0.57174840042367,0.521028009124212,0.395116738899365,0.637475953925193,0.308562477916962,0.464472960925478,0.823495812012398,35
"36",1.02158632824875,0.631099902041417,0.705157659014419,0.512000010078959,0.910582915740786,0.411955818277151,0.45688657985464,0.345566558248768,0.558126262889193,0.50722655964919,0.381533734256059,0.624282663065299,0.295796018926517,0.450644097258905,0.812548660965472,36
"37",1.01462086810723,0.618230385414635,0.692971325411352,0.498571114486163,0.901406974274755,0.398666817955733,0.443457861004637,0.33274429287694,0.544828678306452,0.493790695141341,0.36841767519358,0.611362422385011,0.283557759204677,0.437226963631316,0.801747035996878,37
"38",1.00770290041314,0.605623306569369,0.680995592550952,0.485494436145891,0.89232349874492,0.385806498385278,0.430423836369574,0.320397798338085,0.531847914069737,0.480710731663591,0.355752509433278,0.598709580799897,0.271825845043412,0.424209301506572,0.791089002554018,38
"39",1.00083210134973,0.59327331382139,0.669226820891232,0.472760736994438,0.883331557372304,0.373361031047327,0.417772905176134,0.308509421130349,0.519176421805807,0.467977241795537,0.343522736528792,0.586318604181154,0.260579326909656,0.411579217324842,0.780572651801296,39
"40",0.994008149308144,0.581175164619095,0.657661433787732,0.460361021266909,0.874430227767463,0.361317033508118,0.405493807618609,0.297062162785997,0.506806832984472,0.455581047838598,0.33171338889561,0.574184072935075,0.249798122035986,0.39932517163607,0.770196100278239,40
"41",0.987230724872343,0.569323723318051,0.646295916406541,0.448286529142128,0.865618596835869,0.349661555028645,0.39357561483724,0.286039655566334,0.494731954633765,0.443513215201173,0.320310013492769,0.56230067963262,0.239462978559076,0.387435968556987,0.759957489562181,41
"42",0.980499510804149,0.557713959000923,0.635126814656107,0.436528730554237,0.856895760684247,0.338382062638913,0.38200771919113,0.275426139058473,0.48294476515719,0.431765045959001,0.309298654134293,0.550663226688034,0.229555441141882,0.375900745542012,0.749854985935418,42
