"","V1","V2","V3","V4","V5"
"1",0.00207566420200565,0.00491267426178717,0.0474347638114716,-0.0582976090331767,0.0120060595373429
"2",1.50147657654171,0.466876613567957,-0.266991219993311,-0.368676068498049,0.412813372484908
"3",1.09748344639755,0.0967981473779372,0.0747659034833168,-0.674634402748638,2.35586760463049
"4",0.381313815331442,0.0230576954300942,-0.705191945364547,0.164407205672236,-1.05310727779463
"5",0.136507762723875,-0.51610618849906,0.952671086812206,-0.314755750777074,0.233925103060271
"6",1.03492024496649,1.58759052202597,-0.239008712627855,-2.0443407083536,0.914080537918198
"7",1.20271547423102,0.716584876773333,-0.153774689589583,-0.365763551427508,0.249563275350862
"8",-0.432905112991564,-0.0970911103911163,0.309099887040468,-0.24937961151668,-0.200116589360912
"9",-1.02505366102159,-0.320102788374843,-1.10414271712485,-1.68228311962874,-1.17000063053016
"10",-0.259366056850693,0.56938395644535,-0.585675833052022,0.946362827201396,-0.730669340866177
"11",-0.367618388628959,-0.119543106959889,0.469572419428857,-0.410188756391278,0.870008771523964
"12",0.704748823025478,0.198490273278647,0.449279934322769,1.7255368527757,0.34879500409107
"13",-0.263509416518492,-0.457481621137638,0.47620734946696,0.743006634098366,-0.784933021389016
"14",0.0559722092019835,1.97305840335779,0.29322128781207,0.195361365793984,-0.188197832615375
"15",1.47165006721921,0.135637657316506,-0.42099797088794,-0.756460776956868,-0.135721716654781
"16",-0.690878812781771,-1.08015563801726,0.13292685522248,0.528439719177377,-0.400882836959021
"17",0.834195088403045,0.474975525395034,0.882778814204466,-0.475323153091896,0.0211210973883469
"18",-0.330925291682362,0.19398210015959,-0.506242761235394,-0.161056401412385,-0.0806830198883728
"19",-0.775591120869421,-1.16610701705208,-0.832197592940527,0.23655248378572,-0.481874790538228
"20",0.393763433019807,2.40429746384225,-1.48138811390777,-0.565039222997298,0.48128047841432
"21",0.111185227806981,-0.257569607201916,-0.467239253318356,-0.580381678347642,-0.299647793338173
"22",-0.105158619631939,-0.138232727104919,1.24996632288966,-0.653305067438522,-0.185695977245291
"23",-1.02679506960464,-0.154504256243154,-1.34672526898535,2.00991621212667,-0.267085766738853
"24",0.00393853051840131,-0.168572279523576,-0.181765664255644,-0.426473557854728,-0.0944014868999189
"25",0.726356537299039,-0.257565810084185,0.126277759833311,-0.104738482492932,0.497316883355127
"26",-0.244601162891322,-0.0930346520021326,0.0906569377833422,-1.42722422379653,-0.215348228015713
"27",-0.510829359042903,-0.590051632485274,-0.38762364353449,0.189145890542196,0.4436181238626
"28",-1.00345772645945,0.489054117332524,0.581869464803993,-1.63327413201684,-0.853165808958035
"29",1.25758024974116,0.200293722875548,-1.93877861714378,-0.473160918689873,0.832843786060063
"30",0.493521522644084,-0.221151894697778,-0.967043007891008,-1.14834104198786,0.248217615926419
"31",0.802575335639242,0.83897927734066,-0.730938093630834,0.410907202854934,0.379837956383208
"32",0.211775020514135,-0.280205696554618,-0.389881947444418,-1.40118657397394,0.327603352927956
"33",0.862883062708744,0.489827507114658,1.46413633612507,-1.72651743174801,-0.204378312046032
"34",-0.682646758318799,0.393752389383422,-0.488854883060242,0.678690418436087,-0.146719961656296
"35",-0.470316228071011,-0.0146928536831296,-0.928789327169194,-0.136134813395919,0.246150881044635
"36",-0.0934739963957081,-0.479163805590826,-0.17812753288259,0.806707675162442,-0.746297008230872
"37",-0.0060766223073941,-0.0577980721512205,0.00510300096577877,-0.4225304624016,0.399240140390579
"38",1.0222908193921,1.79549336357183,-0.527936961616948,-0.723993914983604,-0.0109179385137319
"39",1.10182305763591,0.760685594043104,0.374727287988165,1.0920550850143,-0.117493687315314
"40",0.0565698384461892,-0.142918660092359,-0.315018874796286,-0.852103281226801,-0.199986919411828
"41",-0.35704294055285,-0.358305088765485,0.248037385844295,-1.28184059605837,-0.0326859520908972
"42",-3.56133066568609,-1.17631729168157,0.378026828116439,-0.0550958011267053,-0.490184413042884
"43",-0.296419790648536,0.533151680492567,-1.67891869673417,-1.67937781028137,0.503446330628178
"44",0.357465286358178,1.20873439319724,1.19094471515109,-1.33108094989388,0.608847225692012
"45",-0.370433719579368,0.536746132846293,1.00497489047101,-2.65343461261154,-1.50674512456
"46",0.326043678723206,-1.7939596546916,-0.243529086603805,0.281592823660523,-0.0149349728408568
"47",1.06335022556535,-0.202113051100416,1.10692226246181,0.91396309066756,-0.133254069950696
"48",-1.01865125485713,0.671283233148524,-0.0181111490921925,0.693348908140284,0.58544343474697
"49",-2.30926197746643,-1.47344146604835,-0.0620988423212858,-1.53143949170462,-0.858052868070808
"50",-0.389768428767614,0.158402469469421,-1.35116750600936,1.089340233476,0.774875918793843
"51",-0.675839428438765,-0.330522814305224,2.17918538575719,-1.38399171547561,-0.577266799657332
"52",0.424217677539875,1.32491397515056,0.860331691466902,-0.380595326377348,0.0650199489407301
"53",-0.127703461702727,-0.495762677867226,-0.446487413797444,0.130935556119726,-0.547075361796478
"54",0.336713506359372,1.42031396271784,0.566659346274906,-0.337891717662591,-0.322646409394859
"55",0.0682509188604042,-0.268146182204772,-0.0725529875147045,2.93487930683896,0.802756565441035
"56",1.10280992675972,-1.10800850106664,-0.212198506639477,-1.12693426079475,0.180478180075314
"57",0.315718632500283,-0.248336030796147,-0.277625493820308,0.257721483583581,0.0152706286124811
"58",-0.0836768105620826,0.658458186157088,-2.21942830470198,-3.81024357912006,-0.60753497643461
"59",2.2773224074287,1.52698035410027,0.669514429442563,-1.25799796331137,7.87249055082153
"60",-8.36201265987795,-0.44307944509783,-4.73965157324466,1.44304885356258,0.346509331789334
"61",-2.1627290422565,1.33700820531691,-0.000507762668384926,-0.715081325720879,1.20938063470277
"62",-3.01599684796722,3.26141102420428,1.25284284210215,-1.17856218224136,-0.0653197804078528
"63",-1.80602659983916,-3.7573732657345,2.26459186967454,0.773097861061046,0.801597569761805
"64",1.15959033354567,-1.83807379578925,0.619125244351561,0.396689297429569,-0.465349143137174
"65",-1.87992745447071,-0.465286972715842,0.981480711120891,-1.41526577220057,-1.4139036360128
"66",-0.946541405159234,1.04198297503353,1.39011754962146,0.621427389188548,-2.04020761754314
"67",-0.561077533506555,-0.349465129139567,0.120379971291896,-0.0967427670172825,0.128863665962392
"68",0.689433985483882,0.235901315090506,-0.741847127727943,-0.45116676054554,0.488770986052987
"69",1.39418250420898,-0.332386724619979,0.0729988967662396,-0.37324122853146,0.520100589852464
"70",0.34709087239631,-0.620534031094406,-1.09817815317361,0.154354448660462,-0.16285646685216
"71",1.12671968165652,0.134154029232456,-0.0691369077091563,1.56864837323264,-1.12031017428189
"72",0.182447518539605,0.654614311895193,-1.0131070281623,0.771964567929169,0.673757254155264
"73",-0.169340916400853,-0.697854218025733,-0.713060372371597,-1.07667798915057,-0.181476256564204
"74",0.823893854101877,0.429807727755249,0.759731426617847,-0.205054871008491,0.505921275401187
"75",1.8421324987896,-0.455950973611281,-0.443547455896935,0.446053596876594,0.704069842939594
"76",0.2262391821001,0.0632894027367138,1.24718457098352,-1.3718319995657,0.170349542226806
