,META,AAPL,GOOG,MSFT,AMZN
2015-11-03,-0.00709115341836678,0.011405347812354335,0.0014550759446115519,0.016948076770698806,-0.004849823028025014
2015-11-04,0.013170833257768163,-0.00466142271998208,0.00820532628864896,0.004606365335182878,0.024703971340571496
2015-11-05,0.04532980633705545,-0.004620322688462412,0.004303303937720078,-0.00036803455109302565,0.022675677410498654
2015-11-06,-0.015380676199494583,0.0011571354482827977,0.003426593637150765,0.009881513488328698,0.005657632795229069
2015-11-09,-0.0057118992395611325,-0.004055915127603818,-0.012162094869536231,-0.013935188069184912,-0.005901677514696447
2015-11-10,0.01324651634543587,-0.032024116541641216,0.004720624800495502,-0.012073983575125744,0.006371801622698443
2015-11-11,0.010142060424571381,-0.005668253490727604,0.009674059202374356,0.0026127701936531672,0.020361782245871995
2015-11-12,-0.00912327664913266,-0.00336449816860737,-0.005686518547415353,-0.006170009161985339,-0.011427833535744648
2015-11-13,-0.03840637914169909,-0.029643612868303464,-0.019652264732386338,-0.009042740788409878,-0.03555551684774463
2015-11-16,0.0008654644341317706,0.016246330320013772,0.01654311385675622,0.0174470648296944,0.008464080178710955
2015-11-17,0.01042220408194732,-0.004300759527471664,-0.005033566354458923,-0.008272222488550628,-0.006986209277764125
2015-11-18,0.024801641997524503,0.031174030215528396,0.020064840659169185,0.016476735781200378,0.030977875324577683
2015-11-19,-0.01411035433308208,0.012623522089540287,-0.002150914017820015,0.0016699731633334008,-0.003426870357171514
2015-11-20,0.009926081587214168,0.004368282494672577,0.024335488420717897,0.004623865210763299,0.010799405843003132
2015-11-23,-0.003453615719838159,-0.01307767444721167,-0.0008198454495287382,0.0,0.015644812781888586
2015-11-24,-0.011378176389346776,0.009550880754616497,-0.010237636518592408,0.0011067212767462012,-0.011613803368476512
2015-11-25,-0.0031256875959608335,-0.007175895437133893,-0.000173753370987444,-0.010376171039784962,0.006223590044783705
2015-11-27,0.0003793349757812775,-0.001865605158924875,0.0028163008763334467,0.004459983914015106,-0.0030846857313211024
2015-11-30,-0.011540965661248691,0.004150667645268484,-0.010262255628452715,0.007757820792892843,-0.012645237381074675
2015-12-01,0.027253814699947997,-0.008148071519428595,0.03238141176934017,0.015880606665622396,0.021223168795362995
2015-12-02,-0.009850476382890291,-0.009074509217235639,-0.006093876841886798,-0.0001812202847132251,-0.0045016246967343925
2015-12-03,-0.016061190738293103,-0.009331240043692493,-0.012990983278858233,-0.018463189500043064,-0.014542862655202382
2015-12-04,0.017097710127692668,0.03270549032298548,0.018784926954349544,0.03106243449006881,0.00954529186108015
2015-12-07,-0.005382700491981482,-0.006320778099708816,-0.004653457481568777,-0.0017901255120735939,-0.004186292980946955
2015-12-08,0.008297994429226355,-0.000422648464397152,-0.0011535958931335212,-0.00035840996983395996,0.01113464962931569
2015-12-09,-0.017907526923836566,-0.022322886489939388,-0.014214381922885282,-0.014625289424059317,-0.018687478684151916
2015-12-10,0.007808817014851097,0.004745620748301903,-0.0028646780108079473,0.005260710343666476,-0.003722288377978472
2015-12-11,-0.03180373478900559,-0.026075175398548246,-0.014230929684257047,-0.02213583241647455,-0.034046342569693445
2015-12-14,0.024568416665680406,-0.006203974689741338,0.011973443653179441,0.01978101811312952,0.027365635063433754
2015-12-15,-0.001051580870496041,-0.017850801887683135,-0.005861241171833888,0.001087586273587018,0.001108929475256666
2015-12-16,0.021198842692509875,0.007663718062735226,0.01956787854317376,0.016707298445650755,0.0256757540486396
2015-12-17,-0.005351871270141503,-0.021424068369535126,-0.011489158973276159,-0.007690120432171582,-0.00760540519332874
2015-12-18,-0.020736977106254682,-0.027442484381297188,-0.013595612693452587,-0.028591689900219135,-0.009754435069844242
2015-12-21,0.0069919899436781145,0.01218627476861443,0.011378134295388878,0.012849017498098763,0.0005568800757596681
2015-12-22,0.007038316076819625,-0.0009318508708445101,0.0029777567569990275,0.00943898614384136,-0.002048627001940745
2015-12-23,-0.00837546425818152,0.012787165776283771,0.0004132243441324809,0.008455689897160126,0.0008290357791071377
2015-12-24,0.0037204851024752223,-0.005354542875903346,-0.002548885407069574,-0.002690459061904979,-0.0013720937334212534
2015-12-28,0.008627725244318958,-0.011263892956423287,0.01867807047819331,0.0050166971730249785,0.0185507057627864
2015-12-29,0.01247731198183072,0.017814546560448046,0.018309848507624037,0.010666841066855656,0.027419884076997837
2015-12-30,-0.009743386984686258,-0.013144579463513358,-0.007237110680813818,-0.004253061920599283,-0.007085948930284084
2015-12-31,-0.014795390551872536,-0.019381570750891565,-0.015844685208915747,-0.014849429362304144,-0.019312533856740727
2016-01-04,-0.02358967065254193,0.0008546259164464736,-0.022710107576899594,-0.012332500495232887,-0.059276317391402614
2016-01-05,0.00497685462336476,-0.025378955381541803,0.0009970915564996425,0.004551544210257797,-0.0050362826582582305
2016-01-06,0.002333475618180061,-0.019763413226705686,0.0013994925569547766,-0.018332050385209377,-0.0018003578167065514
2016-01-07,-0.050286895459079564,-0.04312124816958888,-0.023443085267814634,-0.035402101630207454,-0.039841165185002386
2016-01-08,-0.00604351481326738,0.005273889347732986,-0.016546070395850876,0.003062421152124022,-0.0014649816495862417
2016-01-11,0.001847673503584446,0.016062938623061816,0.002181031762480825,-0.0005736336838824592,0.017456438647195635
2016-01-12,0.01889532612838699,0.014408809894907304,0.01392443881378607,0.009136038224423828,0.00024284299430716287
2016-01-13,-0.04035248151302839,-0.02604661566961678,-0.035766448283629494,-0.021836046760299987,-0.06016654204035878
2016-01-14,0.03023810407540235,0.021635298145467427,0.020010847582720807,0.02806884647731817,0.0190504563776785
2016-01-15,-0.03517484233717105,-0.024308371850753834,-0.028770698344022568,-0.040735630081945286,-0.03924225838410732
2016-01-19,0.0030489526895495496,-0.004850299194201813,0.01051406518194943,-0.008468774871798363,0.007513188458676298
2016-01-20,-0.009598762155954524,0.0013437118866532279,-0.004770614498805583,0.004538444414363565,-0.004728536149936751
2016-01-21,-0.00201575379759062,-0.00507542930735421,0.011586922522776408,-0.0061220887732908146,0.005668023638552371
2016-01-22,0.03935956935731041,0.05180170670820467,0.026065909867211738,0.035228036453025656,0.03647325227997746
2016-01-25,-0.009540983207825166,-0.019715570486145806,-0.018902125789366897,-0.009608133070415607,0.0002514756298703957
2016-01-26,0.003395878789556741,0.005515409200404368,0.001923213554755285,0.007310520520377223,0.007881289814971014
2016-01-27,-0.030139405146784124,-0.06796468933701015,-0.01847147473168569,-0.01837749562030032,-0.030223487844411107
2016-01-28,0.14428599162422884,0.007146485641447357,0.04329269080079803,0.01626673070557598,0.08538869217334837
2016-01-29,0.028015554256804142,0.03395816117395451,0.01626997518125908,0.05657139495701926,-0.07915119292354683
2016-02-01,0.025342291643150345,-0.009392423056322529,0.012107560311329413,-0.0069218448640702476,-0.020985298936447353
2016-02-02,-0.00417933332679914,-0.020429296503301102,0.01668188153355546,-0.03175436525409065,-0.04031036118155143
2016-02-03,-0.016894358205015794,0.019599349074638176,-0.05056046972210404,-0.015976153571302047,-0.03883536271861415
2016-02-04,-0.01971570783812584,0.008002745565227681,-0.026399441946928805,-0.0030722532263862843,0.009725297854782525
2016-02-05,-0.0598612530735721,-0.027071102907242513,-0.035129155230215696,-0.03602578565554247,-0.06576003261553948
2016-02-08,-0.04239669094738641,0.010474554145139148,-0.0012149540101847487,-0.015064733779822023,-0.028338744199446216
2016-02-09,-0.002107473141982447,-0.0002106587638962082,-0.006804671427365169,-0.0026348968060738802,-0.01243098411350577
2016-02-10,0.01456093421326909,-0.007608560072554154,0.008823905737933412,0.008687878280180063,0.017295163383573304
2016-02-11,0.008969589934082341,-0.006064951696064411,-0.0014775213079002935,-0.00040239998141892525,0.02683455051919019
2016-02-12,0.0009807618604683545,0.003090328001417946,-0.0010398921219415044,0.016169774686726188,0.0064497248637008404
2016-02-16,-0.003928907131214122,0.027804472153061914,0.0125238368126838,0.0187697322900918,0.02727318794641811
2016-02-17,0.03472130978990826,0.015198203953988184,0.02486905252768919,0.02569922644809492,0.02464111086088663
2016-02-18,-0.01658154387999253,-0.01913813288187014,-0.015721408656029306,-0.00439744459930142,-0.01718482189718473
2016-02-19,0.010574973277598085,-0.002288144940820443,0.005092093982608814,-0.0071144456451165934,0.018681582324656512
2016-02-22,0.024466378158517113,0.008708190435907212,0.007887096556755818,0.015889839107700778,0.04496369647179335
2016-02-23,-0.01599135342957916,-0.02286451067965774,-0.015132529387611834,-0.0283171941805253,-0.01179406802845524
2016-02-24,0.013374958669476513,0.014780910726318864,0.005317477594155774,0.003510613847435063,0.0019874008292603204
2016-02-25,0.01107247840067854,0.006844525896874163,0.008809439589200345,0.014305130865567258,0.002001462317041723
2016-02-26,-0.0013889675584806294,0.0015489253604268208,-0.000963881557869993,-0.01547396663715557,0.0001440843730898221
2016-02-29,-0.00930932078746891,-0.002272866412868315,-0.010407600644275546,-0.008220579691680113,-0.004892808931288433
2016-03-01,0.026761784926600533,0.03894635986012599,0.02970747934605321,0.032865833454675204,0.046881936272885824
2016-03-02,0.001183030173046703,0.0021858120470658604,5.5721549771829235e-05,0.007012213204250387,0.0020185571762998634
2016-03-03,-0.0033707964248785136,0.007416853589946628,-0.008985162855521815,-0.01139608353014685,-0.0046989696560619815
2016-03-04,-0.010919064623432494,0.014767065413653984,-0.0021499173572229165,-0.006131876562706371,-0.0040776473798696386
2016-03-07,-0.024847121702097286,-0.011128584431937079,-0.022375644158685842,-0.019406449245525797,-0.021689184810563263
2016-03-08,0.001889794994831778,-0.008280104167858059,-0.0017132405733776676,0.012076480260695866,-0.004523324423672128
2016-03-09,0.014805384877875466,0.00089045225566374,0.016109422196810663,0.022778450840567784,-0.0014110972070344532
2016-03-10,-0.0017688636533818949,0.000494444840001536,0.010690701748955925,-0.015063803388585902,-0.0009656123733343161
2016-03-11,0.019287304246312496,0.010716464131127937,0.019449941526310067,0.019406787512865363,0.018927620860452448
2016-03-14,0.004377532944497869,0.0025391184074003825,0.005036748026610568,0.001882683002688306,0.006579373578707948
2016-03-15,0.007072923826889268,0.019894547188381313,-0.0029613464336984315,0.00786799425314459,0.006345658149205671
2016-03-16,0.013551943069085255,0.013203974477506056,0.010598164909980353,0.01408232172256635,-0.004777285551767826
