,META,AAPL,GOOG,MSFT,AMZN
2015-11-02,103.30999755859375,27.462800979614258,36.05550003051758,46.995792388916016,31.417499542236328
2015-11-03,102.58000183105469,27.777814865112305,36.108001708984375,47.799076080322266,31.265499114990234
2015-11-04,103.94000244140625,27.648635864257812,36.40549850463867,48.019752502441406,32.04750061035156
2015-11-05,108.76000213623047,27.521177291870117,36.5625,48.00209045410156,32.782501220703125
2015-11-06,107.0999984741211,27.55304527282715,36.6879997253418,48.478759765625,32.96849822998047
2015-11-09,106.48999786376953,27.44152069091797,36.24449920654297,47.807899475097656,32.77450180053711
2015-11-10,107.91000366210938,26.576648712158203,36.41600036621094,47.23413848876953,32.98400115966797
2015-11-11,109.01000213623047,26.42643165588379,36.77000045776367,47.35771942138672,33.662498474121094
2015-11-12,108.0199966430664,26.337669372558594,36.561500549316406,47.0664176940918,33.279998779296875
2015-11-13,103.94999694824219,25.568389892578125,35.849998474121094,46.64271926879883,32.11750030517578
2015-11-16,104.04000091552734,25.987165451049805,36.448001861572266,47.46363830566406,32.390499114990234
2015-11-17,105.12999725341797,25.875648498535156,36.26499938964844,47.072628021240234,32.165000915527344
2015-11-18,107.7699966430664,26.69500160217285,37.0,47.854644775390625,33.176998138427734
2015-11-19,106.26000213623047,27.034116744995117,36.920501708984375,47.93463134765625,33.063499450683594
2015-11-20,107.31999969482422,27.1524715423584,37.83000183105469,48.156795501708984,33.42250061035156
2015-11-23,106.94999694824219,26.799692153930664,37.79899978637695,48.156795501708984,33.949501037597656
2015-11-24,105.73999786376953,27.056880950927734,37.41400146484375,48.21012496948242,33.557498931884766
2015-11-25,105.41000366210938,26.863420486450195,37.407501220703125,47.71246337890625,33.766998291015625
2015-11-27,105.44999694824219,26.813350677490234,37.51300048828125,47.925750732421875,33.66299819946289
2015-11-30,104.23999786376953,26.92487335205078,37.130001068115234,48.29899215698242,33.2400016784668
2015-12-01,107.12000274658203,26.706378936767578,38.35200119018555,49.07213592529297,33.952999114990234
2015-12-02,106.06999969482422,26.465124130249023,38.11899948120117,49.06322479248047,33.800498962402344
2015-12-03,104.37999725341797,26.219318389892578,37.62699890136719,48.16569900512695,33.3125
2015-12-04,106.18000030517578,27.091018676757812,38.34049987792969,49.685302734375,33.63199996948242
2015-12-07,105.61000061035156,26.920320510864258,38.162498474121094,49.596439361572266,33.49150085449219
2015-12-08,106.48999786376953,26.90894317626953,38.118499755859375,49.57865905761719,33.86650085449219
2015-12-09,104.5999984741211,26.314912796020508,37.580501556396484,48.85883712768555,33.239498138427734
2015-12-10,105.41999816894531,26.440092086791992,37.472999572753906,49.11656188964844,33.11600112915039
2015-12-11,102.12000274658203,25.75956916809082,36.94350051879883,48.04127883911133,32.00749969482422
2015-12-14,104.66000366210938,25.60025405883789,37.38850021362305,49.00102996826172,32.89550018310547
2015-12-15,104.55000305175781,25.147329330444336,37.16999816894531,49.054344177246094,32.93199920654297
2015-12-16,106.79000091552734,25.340789794921875,37.90449905395508,49.880821228027344,33.78850173950195
2015-12-17,106.22000122070312,24.80365753173828,37.471500396728516,49.49868392944336,33.532501220703125
2015-12-18,104.04000091552734,24.13224220275879,36.96549987792969,48.10348129272461,33.207000732421875
2015-12-21,104.7699966430664,24.428123474121094,37.38850021362305,48.72554016113281,33.22549819946289
2015-12-22,105.51000213623047,24.405357360839844,37.5,49.187652587890625,33.157501220703125
2015-12-23,104.62999725341797,24.71944236755371,37.515499114990234,49.605316162109375,33.185001373291016
2015-12-24,105.0199966430664,24.587438583374023,37.41999816894531,49.472023010253906,33.13949966430664
2015-12-28,105.93000030517578,24.312047958374023,38.1254997253418,49.72084426879883,33.7599983215332
2015-12-29,107.26000213623047,24.749032974243164,38.83000183105469,50.254051208496094,34.69850158691406
2015-12-30,106.22000122070312,24.425844192504883,38.54999923706055,50.040775299072266,34.45349884033203
2015-12-31,104.66000366210938,23.956993103027344,37.944000244140625,49.30318069458008,33.794498443603516
2016-01-04,102.22000122070312,23.97747802734375,37.09199905395508,48.69888687133789,31.84950065612793
2016-01-05,102.7300033569336,23.376619338989258,37.12900161743164,48.92104721069336,31.68950080871582
2016-01-06,102.97000122070312,22.919139862060547,37.180999755859375,48.032386779785156,31.63249969482422
2016-01-07,97.91999816894531,21.95184898376465,36.31949996948242,46.361698150634766,30.39699935913086
2016-01-08,97.33000183105469,22.06792449951172,35.7234992980957,46.50388717651367,30.352500915527344
2016-01-11,97.51000213623047,22.42525863647461,35.80149841308594,46.47721862792969,30.886999130249023
2016-01-12,99.37000274658203,22.750722885131836,36.30350112915039,46.903778076171875,30.894500732421875
2016-01-13,95.44000244140625,22.165796279907227,35.02799987792969,45.89070510864258,29.090499877929688
2016-01-14,98.37000274658203,22.650575637817383,35.736000061035156,47.19704055786133,29.649999618530273
2016-01-15,94.97000122070312,22.10662269592285,34.72249984741211,45.31306457519531,28.509000778198242
2016-01-19,95.26000213623047,21.999649047851562,35.089500427246094,44.930938720703125,28.724000930786133
2016-01-20,94.3499984741211,22.029233932495117,34.92250061035156,45.135345458984375,28.588499069213867
2016-01-21,94.16000366210938,21.917709350585938,35.329498291015625,44.85984420776367,28.750999450683594
2016-01-22,97.94000244140625,23.083023071289062,36.26250076293945,46.46833038330078,29.819000244140625
2016-01-25,97.01000213623047,22.63237190246582,35.583499908447266,46.02400207519531,29.826499938964844
2016-01-26,97.33999633789062,22.757556915283203,35.652000427246094,46.361698150634766,30.0625
2016-01-27,94.44999694824219,21.26222801208496,34.9995002746582,45.51746368408203,29.167499542236328
2016-01-28,109.11000061035156,21.414718627929688,36.54800033569336,46.26393127441406,31.767499923706055
2016-01-29,112.20999908447266,22.154415130615234,37.147499084472656,48.956600189208984,29.350000381469727
2016-02-01,115.08999633789062,21.947301864624023,37.599998474121094,48.6189079284668,28.74049949645996
2016-02-02,114.61000061035156,21.503480911254883,38.23249816894531,47.09928894042969,27.604999542236328
2016-02-03,112.69000244140625,21.92909049987793,36.34749984741211,46.35280990600586,26.553499221801758
2016-02-04,110.48999786376953,22.10529327392578,35.4005012512207,46.21062088012695,26.812999725341797
2016-02-05,104.06999969482422,21.51490592956543,34.17850112915039,44.57548522949219,25.10650062561035
2016-02-08,99.75,21.741451263427734,34.137001037597656,43.90897750854492,24.405000686645508
2016-02-09,99.54000091552734,21.73687171936035,33.90549850463867,43.7934455871582,24.103500366210938
2016-02-10,101.0,21.572107315063477,34.20600128173828,44.17558288574219,24.52400016784668
2016-02-11,101.91000366210938,21.441673278808594,34.15549850463867,44.15779113769531,25.19099998474121
2016-02-12,102.01000213623047,21.508037567138672,34.119998931884766,44.877628326416016,25.354000091552734
2016-02-16,101.61000061035156,22.11444664001465,34.54999923706055,45.727909088134766,26.05500030517578
2016-02-17,105.19999694824219,22.45311737060547,35.41999816894531,46.91832733154297,26.704999923706055
2016-02-18,103.47000122070312,22.02748680114746,34.86750030517578,46.71245574951172,26.25
2016-02-19,104.56999969482422,21.97714614868164,35.045501708984375,46.38129425048828,26.7450008392334
2016-02-22,107.16000366210938,22.169363021850586,35.323001861572266,47.12419509887695,27.975000381469727
2016-02-23,105.45999908447266,21.66822052001953,34.79249954223633,45.8084716796875,27.64699935913086
2016-02-24,106.87999725341797,21.990869522094727,34.97800064086914,45.96957778930664,27.70199966430664
2016-02-25,108.06999969482422,22.141908645629883,35.287498474121094,46.631919860839844,27.75749969482422
2016-02-26,107.91999816894531,22.176231384277344,35.253501892089844,45.915870666503906,27.761499404907227
2016-02-29,106.91999816894531,22.12588882446289,34.88850021362305,45.539955139160156,27.625999450683594
2016-03-01,109.81999969482422,23.004608154296875,35.94049835205078,47.0615348815918,28.95199966430664
2016-03-02,109.94999694824219,23.05495262145996,35.942501068115234,47.39270782470703,29.010499954223633
2016-03-03,109.58000183105469,23.226573944091797,35.62099838256836,46.85567855834961,28.874500274658203
2016-03-04,108.38999938964844,23.572111129760742,35.544498443603516,46.56926345825195,28.756999969482422
2016-03-07,105.7300033569336,23.311241149902344,34.757999420166016,45.6742057800293,28.139999389648438
2016-03-08,105.93000030517578,23.1190242767334,34.69850158691406,46.22914123535156,28.01300048828125
2016-03-09,107.51000213623047,23.139616012573242,35.262001037597656,47.294254302978516,27.973499298095703
2016-03-10,107.31999969482422,23.151058197021484,35.64099884033203,46.58716583251953,27.946500778198242
2016-03-11,109.41000366210938,23.40048599243164,36.340999603271484,47.50011444091797,28.480499267578125
2016-03-14,109.88999938964844,23.459983825683594,36.52450180053711,47.5896110534668,28.668500900268555
2016-03-15,110.66999816894531,23.931385040283203,36.416500091552734,47.96553421020508,28.85099983215332
2016-03-16,112.18000030517578,24.249462127685547,36.804500579833984,48.64576721191406,28.713499069213867
2016-03-17,111.0199966430664,24.210556030273438,36.888999938964844,48.92323684692383,27.972000122070312
