"","Series 1","Series 2","Series 3","Series 4","Series 5"
"1",0,0,0,0,0
"2",0.534314617499344,-0.646031815908931,0.507523588014422,0.19752398203535,1.34833735880078
"3",1.84958944289871,-1.47809312772118,-0.69035252054623,-0.320330209304793,0.947484923044825
"4",-0.617996655525937,0.446173488292064,0.655396293228636,0.884904652500762,0.317915780033874
"5",-0.230691704086458,-0.131353357272045,-0.762921557329614,-0.69299512623626,0.302060210659976
"6",0.538971870953884,-2.46952245441421,1.18384587488513,-0.371830443786828,0.69499047113777
"7",0.41502739991549,-0.583198468578408,0.724949969419419,0.00687249107284682,1.04952340239845
"8",-0.375775440148542,-0.0181081277821118,-0.136515335467426,-0.221406271219909,-0.374696911797668
"9",-1.5925239872248,-1.09496752574765,0.252986862542301,1.20428875387528,-1.12775390161937
"10",0.0355439540731042,1.03657129099444,0.941160367056633,0.515229216705455,-0.348899091468074
"11",0.43132766235127,-0.520685096192924,-0.593666871651604,-0.51664839645222,-0.337396985869055
"12",1.03297075203078,1.48267515862719,0.0995835599987493,-0.366334754638507,0.760737364605314
"13",-0.587854808986346,1.15245279766213,-0.220100880781264,-0.123705514874132,-0.0890059496814398
"14",0.415697580198886,0.0542168926873387,1.77085682446261,-0.845381155126217,-0.122436914455265
"15",-0.14556110347575,-0.779690586366783,0.438817951151927,0.514980283118024,1.34853666893873
"16",-0.48311957949231,0.897495237327801,-0.88870139763413,0.303709971454437,-0.508599872503722
"17",-0.133501095863303,-0.405584520117582,0.289056690293372,-0.874898578471566,0.868246654250402
"18",0.016321140241316,-0.134315984616711,0.295485939249301,0.430915577725376,-0.425486759211729
"19",-0.500256192505763,0.551808195401079,-0.715493306873325,1.22143400065244,-0.722551359847446
"20",1.1880458430401,-1.19314568079484,2.35675071590737,0.561618161146421,-0.14153859919099
"21",-0.428412063696558,-0.406786316728516,0.00537747515397242,0.601915371903362,0.0636243061590994
"22",-0.702795101499776,-0.289083413892408,-0.388662824952986,-1.06651674525972,0.0720068381976386
"23",0.751092513559814,1.90756152164241,0.26558350633624,1.36508303625074,-1.1163128511849
"24",-0.237269015627982,-0.304901270834688,-0.0706492316820791,0.27383987748253,-0.0163849853776052
"25",0.368304081124503,-0.221543979509797,-0.3467460130689,0.00572644281329666,0.729645177868248
"26",-0.799844855563405,-1.13260977340803,-0.0954080245702131,-0.0408785144798299,-0.254226090040038
"27",0.349761583391335,0.141287214318712,-0.63148703396324,0.504194117332373,-0.508492224489105
"28",-1.43356407517238,-1.05601112941042,0.434906014435594,-0.671173751771168,-0.974833979055838
"29",1.09987442183966,-1.05050780529243,0.498207208448696,1.75068679136342,0.882604212166028
"30",-0.0470253579510419,-1.21753916374472,-0.0176269838546046,0.987883129810475,0.323949328182649
"31",0.954811940835103,0.0193912206496844,0.909967974069093,0.472991299811987,0.577910237020347
"32",-0.241267621127208,-1.37087071855004,-0.287279396276553,0.428876763184452,0.124512303033305
"33",-0.941163938678406,-1.39820865844107,0.196544747751487,-1.42481872946734,0.950494307656224
"34",0.317661118552853,0.657647609872591,0.482247417780927,0.354840161119281,-0.764270849127788
"35",0.321817118587608,-0.241094845137146,0.0784041567889654,0.833993063390598,-0.611596072985134
"36",-0.385390015930125,1.10155365850887,-0.067489812443432,0.500961525842134,-0.0115133765306939
"37",0.172222473126236,-0.464472692813482,-0.204352424511999,-0.0083698455095566,-0.0343722292974283
"38",0.402090438552936,-1.00516552447407,1.83410725820188,0.00217350757807949,0.69696431801335
"39",0.584885567474913,0.947890078522494,0.813098815979227,-0.40512474520659,1.07795939878607
"40",-0.458803253726317,-0.681879466256686,0.0145893364141148,0.394405554045935,0.00601705761621052
"41",-0.700468932715404,-0.99732614951965,-0.44545095827795,-0.129025219774453,-0.315910282903606
"42",-1.12067276873259,0.663927024228912,-1.37228408449959,-0.144706943126108,-3.29451897605625
"43",0.236010369732819,-1.92926614796291,0.615661177396218,1.27225085487355,-0.665144440373912
"44",0.111369664118018,-1.41870813158649,0.551379519429201,-1.56042646229723,0.308568064323465
"45",-2.41610584118919,-1.75984464904679,0.652729626308768,-0.96404650365145,-0.299619990164509
"46",-0.281222617006188,0.508675517464521,-1.45641077944075,0.915427440547402,0.494804525298414
"47",0.0865286361547331,1.02403744098823,-0.226844270111195,-0.767756400920218,1.24940801153976
"48",0.890960698473151,0.463371388307162,0.297240369438339,-0.30838986670972,-1.09181142372165
"49",-1.90537686034719,-0.669192175368387,-1.29336210092472,0.474756666143037,-2.11908028379128
"50",1.4028808259647,0.607823168264739,0.196755387078955,1.13844245977755,-0.599953937389735
"51",-1.6214352861816,-0.62706461492901,-0.741838493546535,-1.87976155402373,-0.339210334986958
"52",0.139032963674558,-0.424493420577155,0.984122112570673,-1.1774427396853,0.36565346032817
